1:rule 1: DeltaProc_start
12095:rule 5295: ZZstarttest34
12097:rule 5296: ZZlpta_load__setscan_r__1
12099:rule 5297: ZZtest_string_s_1_1_ZZstring134
12101:rule 5298: ZZlpta_loadp__test_ptr
12104:rule 5299: ZZstarttest7
12107:rule 5300: ZZget_parmPTR
12109:rule 5301: ZZfence_null
12111:rule 5302: ZZstarttest1
12113:rule 5303: ZZbspush_ca_boa__2
12115:rule 5304: ZZlpta_load__setscan_r__1
12117:rule 5305: ZZbspush_ca_scan__3
12119:rule 5306: ZZtest_string_s_1_1_ZZstring153
12122:rule 5307: ZZbspush_ca_scan__5
12124:rule 5308: ZZtestFldeq1_3_4
12127:rule 5309: ZZlpta_loadp__test_ptr
12133:rule 5310: ZZstarttest27
12136:rule 5311: ZZget_parm_ptr2
12138:rule 5312: ZZfence_null
12140:rule 5313: ZZfenceZZstring128
12142:rule 5314: ZZstarttest1
12144:rule 5315: ZZlptarpta_loadpn__comp_vvg0205_0360
12147:rule 5316: ZZstarttest28
12149:rule 5317: ZZstarttest29
12151:rule 5318: ZZlprp_loadpn__comp
12153:rule 5319: ZZstarttest30
12155:rule 5320: forced_synthesis
12156:rule 5321: ZZget_parmPTR
12158:rule 5322: ZZfence_null
12160:rule 5323: ZZstarttest1
12162:rule 5324: ZZstarttest3
12164:rule 5325: ZZstarttest4
12167:rule 5326: ZZstarttest31
12169:rule 5327: ZZstarttest32
12171:rule 5328: ZZstarttest33
12173:rule 5329: ZZstarttest35
12175:rule 5330: ZZstarttest36
12178:rule 5331: ZZget_parmPTR
12180:rule 5332: ZZfence_null
12182:rule 5333: ZZstarttest1
12184:rule 5334: ZZbspush_ca_boa__2
12186:rule 5335: ZZlpta_load__setscan_l__2
12191:rule 5336: ZZstarttest12
12194:rule 5337: ZZfence_null
12196:rule 5338: ZZstarttest1
12198:rule 5339: ZZstarttest2
12200:rule 5340: ZZstarttest5
12202:rule 5341: ZZlpta_loadpn_vvg0092
12204:rule 5342: ZZlpta_mover_4
12207:rule 5343: ZZget_parmPTR
12209:rule 5344: ZZfence_null
12211:rule 5345: ZZstarttest1
12213:rule 5346: ZZstarttest2
12216:rule 5347: ZZget_parmPTR
12218:rule 5348: ZZget_parmINT
12220:rule 5349: ZZget_parmINT
12222:rule 5350: ZZget_parmINT
12224:rule 5351: ZZget_parmINT
12226:rule 5352: ZZfence_null
12228:rule 5353: ZZstarttest1
12230:rule 5354: ZZlpta_load__setscan_l__0
12233:rule 5355: ZZstarttest3
12236:rule 5356: ZZstarttest4
12238:rule 5357: ZZstarttest7
12241:rule 5358: ZZfence_null
12243:rule 5359: ZZstarttest1
12246:rule 5360: ZZfence_null
12248:rule 5361: ZZlprp_load_vvg0001_0091
12250:rule 5362: ZZlprp_load_vvg0001_0091
12252:rule 5363: ZZdelete_2pt3
12254:rule 5364: ZZlprp_load_vvg0001_0091
12256:rule 5365: ZZdelete_2pt4
12258:rule 5366: ZZlprp_load_vvg0001_0091
12260:rule 5367: ZZlprp_load_vvg0001_0091
12262:rule 5368: ZZlprp_load_vvg0001_0091
12264:rule 5369: ZZdelete_2pt7
12266:rule 5370: ZZlprp_load_vvg0001_0091
12268:rule 5371: ZZlprp_load_vvg0001_0083
12270:rule 5372: ZZlprp_load_vvg0001_0091
12273:rule 5373: ZZlprp_load_vvg0001_0091
12275:rule 5374: ZZdelete_2pt1
12281:rule 5375: DeltaProc_process_sentences
12282:rule 5376: ZZfence_null
12284:rule 5377: ZZstarttest1
12287:rule 5378: ZZget_parmINT
12289:rule 5379: ZZfence_null
12291:rule 5380: ZZstarttest1
12293:rule 5381: ZZlpta_load_vvg__setscan_0001r__1
12295:rule 5382: ZZlpta_loadp__test_ptr
12297:rule 5383: ZZstarttest2
12299:rule 5384: reset_sent_vars
12300:rule 5385: ZZfence_null
12302:rule 5386: ZZstarttest1
12304:rule 5387: ZZlpta_load_vvg__setscan_0001r__1
12306:rule 5388: ZZbspush_ca_scan__2
12308:rule 5389: ZZsavescptr3
12310:rule 5390: ZZstarttest4
12312:rule 5391: reset_lang_sent_vars
12313:rule 5392: ZZfence_null
12315:rule 5393: ZZstarttest1
12317:rule 5394: ZZstarttest2
12319:rule 5395: reset_span_sent_vars
12320:rule 5396: ZZfence_null
12324:rule 5397: ZZstarttest5
12326:rule 5398: reset_phrase_vars
12327:rule 5399: ZZfence_null
12329:rule 5400: ZZstarttest1
12332:rule 5401: ZZget_parmINT
12334:rule 5402: ZZfence_null
12336:rule 5403: ZZstarttest1
12340:rule 5404: ZZstarttest6
12343:rule 5405: ZZfence_null
12345:rule 5406: ZZstarttest1
12349:rule 5407: ZZstarttest3
12351:rule 5408: ZZbspush_ca_boa__4
12353:rule 5409: get_tok
12354:rule 5410: ZZfence_null
12356:rule 5411: ZZstarttest1
12358:rule 5412: ZZstarttest2
12360:rule 5413: ZZbspush_ca_boa__3
12363:rule 5414: ZZfence_null
12365:rule 5415: ZZstarttest1
12367:rule 5416: ZZlpta_loadp__test_ptr
12369:rule 5417: ZZstarttest1
12371:rule 5418: print_prompt
12372:rule 5419: ZZfence_null
12375:rule 5420: ZZstartloop2
12377:rule 5421: ZZstarttest4
12379:rule 5422: ZZstarttest4
12381:rule 5423: ZZbspush_ca_boa__5
12384:rule 5424: ZZstarttest6
12387:rule 5425: ZZstarttest10
12390:rule 5426: ZZstarttest16
12393:rule 5427: ZZstarttest9
12396:rule 5428: ZZstarttest30
12398:rule 5429: ZZstarttest30
12400:rule 5430: ZZlpta_load_vvg__setscan_0091l__1
12402:rule 5431: ZZbspush_ca_scan_boa__31
12404:rule 5432: ZZtestFldeq1_0_72
12408:rule 5433: ZZstarttest32
12411:rule 5434: ZZinsert_l_1_1_ZZstring72
12413:rule 5435: ZZinsert_2ptv1
12415:rule 5436: ZZstarttest35
12418:rule 5437: ZZstarttest40
12420:rule 5438: ZZlpta_loadp_vvg0091
12422:rule 5439: ZZstarttest41
12424:rule 5440: ZZstarttest42
12426:rule 5441: ZZstarttest46
12428:rule 5442: ZZstarttest4
12430:rule 5443: ZZstarttest4
12432:rule 5444: ZZbspush_ca_boa__5
12435:rule 5445: ZZstarttest6
12438:rule 5446: ZZstarttest10
12441:rule 5447: ZZstarttest16
12444:rule 5448: ZZstarttest9
12447:rule 5449: ZZstarttest30
12449:rule 5450: ZZstarttest32
12452:rule 5451: ZZinsert_l_1_1_ZZstring72
12454:rule 5452: ZZinsert_2ptv1
12456:rule 5453: ZZstarttest35
12459:rule 5454: ZZstarttest40
12461:rule 5455: ZZstarttest41
12463:rule 5456: ZZstarttest42
12465:rule 5457: ZZstarttest46
12467:rule 5458: ZZstarttest4
12469:rule 5459: ZZstarttest4
12471:rule 5460: ZZbspush_ca_boa__5
12474:rule 5461: ZZstarttest6
12477:rule 5462: ZZstarttest10
12480:rule 5463: ZZstarttest16
12483:rule 5464: ZZstarttest9
12486:rule 5465: ZZstarttest30
12488:rule 5466: ZZstarttest32
12491:rule 5467: ZZinsert_l_1_1_ZZstring72
12493:rule 5468: ZZinsert_2ptv1
12495:rule 5469: ZZstarttest35
12498:rule 5470: ZZstarttest40
12500:rule 5471: ZZstarttest41
12502:rule 5472: ZZstarttest42
12504:rule 5473: ZZstarttest46
12506:rule 5474: ZZstarttest4
12508:rule 5475: ZZstarttest4
12510:rule 5476: ZZbspush_ca_boa__5
12513:rule 5477: ZZstarttest6
12516:rule 5478: ZZstarttest10
12519:rule 5479: ZZstarttest16
12522:rule 5480: ZZstarttest9
12525:rule 5481: ZZstarttest30
12527:rule 5482: ZZstarttest32
12530:rule 5483: ZZinsert_l_1_1_ZZstring72
12532:rule 5484: ZZinsert_2ptv1
12534:rule 5485: ZZstarttest35
12537:rule 5486: ZZstarttest40
12539:rule 5487: ZZstarttest41
12541:rule 5488: ZZstarttest42
12543:rule 5489: ZZstarttest46
12545:rule 5490: ZZstarttest4
12547:rule 5491: ZZstarttest4
12549:rule 5492: ZZbspush_ca_boa__5
12552:rule 5493: ZZstarttest6
12555:rule 5494: ZZstarttest10
12558:rule 5495: ZZstarttest16
12560:rule 5496: ZZstarttest17
12564:rule 5497: ZZstarttest4
12567:rule 5498: ZZfence_null
12569:rule 5499: ZZstarttest1
12571:rule 5500: ZZstarttest5
12573:rule 5501: ZZlpta_load_vvg__setscan_0091l__1
12575:rule 5502: ZZlpta_loadp__test_ptr
12577:rule 5503: ZZinsert_2ptv0
12580:rule 5504: ZZstarttest5
12582:rule 5505: ZZstarttest13
12584:rule 5506: ZZtest_string_s_1_1_ZZstring153
12589:rule 5507: ZZstarttest1
12591:rule 5508: ZZstarttest1
12593:rule 5509: ZZstartloop7
12595:rule 5510: ZZstarttest9
12597:rule 5511: get_input
12598:rule 5512: ZZfence_null
12600:rule 5513: ZZstarttest1
12603:rule 5514: ZZget_parmINT
12605:rule 5515: ZZfence_null
12607:rule 5516: ZZstarttest1
12610:rule 5517: ZZfence_null
12612:rule 5518: ZZstarttest1
12614:rule 5519: count_cumulative_chars
12615:rule 5520: ZZget_parm_ptr2
12617:rule 5521: ZZget_parmINT
12619:rule 5522: ZZpush_ptr_init2
12621:rule 5523: ZZfence_null
12623:rule 5524: ZZstartloop1
12625:rule 5525: ZZlpta_load_move_storepr_1
12627:rule 5526: ZZlpta_load_move_storepr_1
12632:rule 5527: ZZstarttest2
12635:rule 5528: ZZget_parmPTR
12637:rule 5529: ZZget_parmINT
12639:rule 5530: ZZfence_null
12641:rule 5531: ZZstarttest1
12643:rule 5532: ZZlpta_load__setscan_r__1
12645:rule 5533: ZZlpta_loadp__test_ptr
12647:rule 5534: ZZstarttest2
12649:rule 5535: ZZstarttest3
12653:rule 5536: ZZstarttest2
12656:rule 5537: ZZget_parmINT
12658:rule 5538: ZZfence_null
12660:rule 5539: ZZstarttest1
12663:rule 5540: ZZstartloop3
12665:rule 5541: ZZstarttest5
12668:rule 5542: ZZfence_null
12670:rule 5543: ZZstarttest1
12672:rule 5544: ZZstarttest2
12674:rule 5545: ZZbspush_ca_boa__3
12677:rule 5546: ZZfence_null
12679:rule 5547: ZZstarttest1
12681:rule 5548: ZZlpta_loadp__test_ptr
12683:rule 5549: ZZstartloop2
12685:rule 5550: ZZstarttest4
12687:rule 5551: ZZstarttest6
12690:rule 5552: ZZstarttest10
12693:rule 5553: ZZstarttest16
12695:rule 5554: ZZstarttest17
12697:rule 5555: ZZstarttest20
12699:rule 5556: ZZbspush_ca_boa__21
12702:rule 5557: ZZstarttest22
12705:rule 5558: ZZstarttest23
12707:rule 5559: ZZstarttest24
12709:rule 5560: ZZlpta_load_vvg__setscan_0001r__1
12714:rule 5561: ZZstarttest4
12717:rule 5562: ZZfence_null
12719:rule 5563: ZZstarttest1
12721:rule 5564: ZZstarttest5
12723:rule 5565: ZZlpta_load_vvg__setscan_0091l__1
12725:rule 5566: ZZlpta_loadp__test_ptr
12727:rule 5567: ZZinsert_2ptv0
12730:rule 5568: ZZstarttest5
12732:rule 5569: ZZstarttest6
12734:rule 5570: ZZstarttest7
12737:rule 5571: ZZstarttest6
12740:rule 5572: ZZstarttest10
12742:rule 5573: ZZstarttest10
12744:rule 5574: ZZlptarpta_loadpn__comp_vvg0204_0360
12748:rule 5575: DeltaProc_process_remaining
12749:rule 5576: ZZfence_null
12751:rule 5577: ZZstarttest1
12754:rule 5578: ZZget_parmINT
12756:rule 5579: ZZfence_null
12758:rule 5580: ZZstarttest1
12760:rule 5581: ZZlpta_load_vvg__setscan_0001r__1
12762:rule 5582: ZZlpta_loadp__test_ptr
12764:rule 5583: ZZstartloop7
12766:rule 5584: ZZstarttest9
12768:rule 5585: get_input
12769:rule 5586: ZZfence_null
12771:rule 5587: ZZstarttest1
12774:rule 5588: ZZget_parmINT
12776:rule 5589: ZZfence_null
12778:rule 5590: ZZstarttest1
12781:rule 5591: ZZfence_null
12783:rule 5592: ZZstarttest1
12785:rule 5593: count_cumulative_chars
12786:rule 5594: ZZget_parm_ptr2
12788:rule 5595: ZZget_parmINT
12790:rule 5596: ZZpush_ptr_init2
12792:rule 5597: ZZfence_null
12794:rule 5598: ZZstartloop1
12796:rule 5599: ZZlpta_load_move_storepr_1
12798:rule 5600: ZZlpta_load_move_storepr_1
12803:rule 5601: ZZstarttest2
12806:rule 5602: ZZget_parmPTR
12808:rule 5603: ZZget_parmINT
12810:rule 5604: ZZfence_null
12812:rule 5605: ZZstarttest1
12814:rule 5606: ZZlpta_load__setscan_r__1
12816:rule 5607: ZZlpta_loadp__test_ptr
12818:rule 5608: ZZstarttest2
12820:rule 5609: ZZstarttest3
12824:rule 5610: ZZstarttest2
12827:rule 5611: ZZget_parmINT
12829:rule 5612: ZZfence_null
12831:rule 5613: ZZstarttest1
12834:rule 5614: ZZstartloop3
12836:rule 5615: ZZstarttest5
12839:rule 5616: ZZfence_null
12841:rule 5617: ZZstarttest1
12843:rule 5618: ZZstarttest2
12845:rule 5619: ZZbspush_ca_boa__3
12848:rule 5620: ZZfence_null
12850:rule 5621: ZZstarttest1
12852:rule 5622: ZZlpta_loadp__test_ptr
12854:rule 5623: ZZstartloop2
12856:rule 5624: ZZstarttest4
12858:rule 5625: ZZstarttest4
12860:rule 5626: ZZbspush_ca_boa__5
12863:rule 5627: ZZstarttest6
12866:rule 5628: ZZstarttest10
12868:rule 5629: ZZstarttest11
12870:rule 5630: ZZstarttest13
12874:rule 5631: ZZstarttest4
12877:rule 5632: ZZfence_null
12879:rule 5633: ZZstarttest1
12881:rule 5634: ZZstarttest5
12883:rule 5635: ZZlpta_load_vvg__setscan_0091l__1
12885:rule 5636: ZZlpta_loadp__test_ptr
12887:rule 5637: ZZinsert_2ptv0
12890:rule 5638: ZZstarttest5
12892:rule 5639: ZZstarttest13
12894:rule 5640: ZZtest_string_s_1_1_ZZstring153
12898:rule 5641: ZZstarttest6
12901:rule 5642: ZZstarttest10
12903:rule 5643: ZZstarttest11
12905:rule 5644: normalize_text
12906:rule 5645: ZZget_parm_ptr2
12908:rule 5646: ZZpush_ptr_init4
12910:rule 5647: ZZfence_null
12912:rule 5648: ZZstarttest1
12914:rule 5649: ZZlpta_load__setscan_r__1
12916:rule 5650: ZZlpta_loadp__test_ptr
12918:rule 5651: ZZstartloop3
12920:rule 5652: ZZlpta_load_move_storepr_1
12922:rule 5653: ZZlpta_load_move_storepr_1
12924:rule 5654: ZZbspush_ca__5
12926:rule 5655: ZZlpta_load__setscan_r__1
12928:rule 5656: ZZstarttest6
12931:rule 5657: ZZget_parmPTR
12933:rule 5658: ZZfence_null
12935:rule 5659: ZZstarttest1
12937:rule 5660: ZZstarttest3
12939:rule 5661: ZZstarttest4
12942:rule 5662: ZZstarttest7
12945:rule 5663: ZZget_parmPTR
12947:rule 5664: ZZpush_ptr_init2
12949:rule 5665: ZZfence_null
12951:rule 5666: ZZstarttest1
12953:rule 5667: ZZlpta_load__setscan_l__1
12955:rule 5668: ZZtest_string_s_1_1_ZZstring153
12958:rule 5669: ZZstarttest8
12961:rule 5670: ZZget_parm_ptr2
12963:rule 5671: ZZfence_null
12965:rule 5672: ZZstarttest1
12967:rule 5673: ZZlpta_load__setscan_r__1
12969:rule 5674: ZZtest_string_s_1_1_ZZstring153
12972:rule 5675: ZZstarttest10
12974:rule 5676: process_annotation
12975:rule 5677: ZZget_parm_ptr2
12977:rule 5678: ZZfence_null
12979:rule 5679: ZZstarttest1
12981:rule 5680: ZZlpta_load__setscan_r__1
12983:rule 5681: ZZtest_string_s_1_1_ZZstring155
12985:rule 5682: ZZsavescptr2
12987:rule 5683: ZZbspush_ca_scan_boa__3
12989:rule 5684: ZZbspush_ca_scan__4
12993:rule 5685: ZZstarttest6
12995:rule 5686: afterslash_char
12996:rule 5687: ZZget_parm_ptr2
12998:rule 5688: ZZfence_null
13000:rule 5689: ZZstarttest1
13002:rule 5690: ZZlpta_load__setscan_r__1
13006:rule 5691: ZZstarttest8
13009:rule 5692: ZZget_parm_ptr2
13011:rule 5693: ZZfence_null
13013:rule 5694: ZZstarttest1
13015:rule 5695: ZZlpta_load__setscan_r__1
13017:rule 5696: ZZtestFldeq1_3_2
13020:rule 5697: ZZstarttest6
13022:rule 5698: ZZlpta_load__setscan_r__1
13024:rule 5699: ZZtest_string_s_1_2_ZZstring133
13027:rule 5700: ZZstarttest9
13030:rule 5701: ZZget_parm_ptr3
13032:rule 5702: ZZpush_ptr_init2
13034:rule 5703: ZZfence_null
13036:rule 5704: ZZstarttest1
13038:rule 5705: ZZlpta_load__setscan_r__1
13040:rule 5706: ZZtest_string_s_1_1_ZZstring159
13042:rule 5707: ZZstarttest7
13044:rule 5708: ZZlpta_load__setscan_r__1
13046:rule 5709: ZZtest_string_s_1_1_ZZstring160
13049:rule 5710: ZZstarttest10
13051:rule 5711: ZZlpta_load__setscan_r__1
13053:rule 5712: ZZbspush_ca_scan__11
13055:rule 5713: ZZtestFldeq1_3_1
13057:rule 5714: ZZbspush_ca_scan__11
13059:rule 5715: ZZtestFldeq1_3_1
13061:rule 5716: ZZbspush_ca_scan__11
13063:rule 5717: ZZtestFldeq1_3_1
13066:rule 5718: ZZbspush_ca_scan__13
13068:rule 5719: ZZtestFldeq1_3_2
13070:rule 5720: ZZbspush_ca_scan__13
13072:rule 5721: ZZtestFldeq1_3_2
13075:rule 5722: ZZsavescptr13
13077:rule 5723: ZZstarttest14
13079:rule 5724: ZZlprp_loadpn__comp
13081:rule 5725: ZZstarttest17
13084:rule 5726: ZZget_parm_ptr3
13086:rule 5727: ZZfence_null
13088:rule 5728: ZZstarttest1
13090:rule 5729: ZZlpta_load__setscan_r__1
13092:rule 5730: ZZtest_string_s_1_2
13095:rule 5731: ZZstarttest18
13098:rule 5732: ZZget_parm_ptr3
13100:rule 5733: ZZpush_ptr_init2
13102:rule 5734: ZZfence_null
13104:rule 5735: ZZstarttest1
13106:rule 5736: ZZlpta_load__setscan_r__1
13108:rule 5737: ZZtest_string_s_1_1_ZZstring90
13111:rule 5738: ZZstarttest19
13114:rule 5739: ZZget_parm_ptr3
13116:rule 5740: ZZfence_null
13118:rule 5741: ZZstarttest1
13120:rule 5742: ZZlpta_load__setscan_r__1
13122:rule 5743: ZZtest_string_s_1_1_ZZstring106
13125:rule 5744: ZZstarttest20
13128:rule 5745: ZZget_parm_ptr3
13130:rule 5746: ZZpush_ptr_init4
13132:rule 5747: ZZpush_ptr_init2
13134:rule 5748: ZZfence_null
13136:rule 5749: ZZstarttest1
13138:rule 5750: ZZlpta_load__setscan_r__1
13140:rule 5751: ZZtest_string_s_1_1_ZZstring77
13143:rule 5752: ZZstarttest21
13146:rule 5753: ZZget_parm_ptr3
13148:rule 5754: ZZfence_null
13150:rule 5755: ZZstarttest1
13152:rule 5756: ZZlpta_load__setscan_r__1
13154:rule 5757: ZZtest_string_s_1_1_ZZstring104
13156:rule 5758: ZZsavescptr2
13158:rule 5759: ZZstarttest3
13161:rule 5760: ZZget_parm_ptr3
13163:rule 5761: ZZfence_null
13165:rule 5762: ZZstarttest1
13167:rule 5763: ZZlpta_load__setscan_r__1
13169:rule 5764: ZZtest_string_s_1_1_ZZstring96
13171:rule 5765: ZZsavescptr2
13173:rule 5766: ZZstarttest3
13175:rule 5767: ZZlpta_load__setscan_r__1
13177:rule 5768: ZZtestFldeq1_3_2
13179:rule 5769: ZZlpta_loadp__test_ptr
13181:rule 5770: ZZstarttest4
13183:rule 5771: token_to_number
13184:rule 5772: ZZget_parmINT
13186:rule 5773: ZZfence_null
13188:rule 5774: ZZstarttest1
13191:rule 5775: ZZstarttest5
13193:rule 5776: ZZstarttest8
13195:rule 5777: ZZstarttest7
13199:rule 5778: ZZstarttest7
13202:rule 5779: ZZget_parmPTR
13204:rule 5780: ZZfence_null
13206:rule 5781: ZZstarttest1
13208:rule 5782: ZZbspush_ca_boa__2
13210:rule 5783: ZZlpta_load__setscan_r__1
13212:rule 5784: ZZbspush_ca_scan__3
13214:rule 5785: ZZtest_string_s_1_1_ZZstring153
13217:rule 5786: ZZbspush_ca_scan__5
13219:rule 5787: ZZtestFldeq1_3_4
13222:rule 5788: ZZlpta_loadp__test_ptr
13228:rule 5789: ZZstarttest27
13231:rule 5790: ZZget_parm_ptr2
13233:rule 5791: ZZfence_null
13235:rule 5792: ZZfenceZZstring128
13237:rule 5793: ZZstarttest1
13239:rule 5794: ZZlptarpta_loadpn__comp_vvg0205_0360
13242:rule 5795: ZZstarttest28
13244:rule 5796: ZZstarttest29
13246:rule 5797: ZZlprp_loadpn__comp
13248:rule 5798: ZZstarttest30
13250:rule 5799: forced_synthesis
13251:rule 5800: ZZget_parmPTR
13253:rule 5801: ZZfence_null
13255:rule 5802: ZZstarttest1
13257:rule 5803: ZZstarttest3
13259:rule 5804: ZZstarttest4
13262:rule 5805: ZZstarttest31
13264:rule 5806: ZZstarttest32
13266:rule 5807: ZZstarttest33
13268:rule 5808: ZZstarttest35
13270:rule 5809: ZZstarttest36
13273:rule 5810: ZZget_parmPTR
13275:rule 5811: ZZfence_null
13277:rule 5812: ZZstarttest1
13279:rule 5813: ZZbspush_ca_boa__2
13281:rule 5814: ZZlpta_load__setscan_l__2
13286:rule 5815: ZZstarttest12
13289:rule 5816: ZZfence_null
13291:rule 5817: ZZstarttest1
13293:rule 5818: ZZstarttest2
13295:rule 5819: ZZstarttest5
13297:rule 5820: ZZlpta_loadpn_vvg0092
13299:rule 5821: ZZlpta_mover_4
13302:rule 5822: ZZget_parmPTR
13304:rule 5823: ZZfence_null
13306:rule 5824: ZZstarttest1
13308:rule 5825: ZZstarttest2
13311:rule 5826: ZZget_parmPTR
13313:rule 5827: ZZget_parmINT
13315:rule 5828: ZZget_parmINT
13317:rule 5829: ZZget_parmINT
13319:rule 5830: ZZget_parmINT
13321:rule 5831: ZZfence_null
13323:rule 5832: ZZstarttest1
13325:rule 5833: ZZlpta_load__setscan_l__0
13328:rule 5834: ZZstarttest3
13331:rule 5835: ZZstarttest4
13333:rule 5836: ZZstarttest7
13336:rule 5837: ZZfence_null
13338:rule 5838: ZZstarttest1
13341:rule 5839: ZZfence_null
13343:rule 5840: ZZlprp_load_vvg0001_0091
13345:rule 5841: ZZlprp_load_vvg0001_0091
13347:rule 5842: ZZdelete_2pt3
13349:rule 5843: ZZlprp_load_vvg0001_0091
13351:rule 5844: ZZdelete_2pt4
13353:rule 5845: ZZlprp_load_vvg0001_0091
13355:rule 5846: ZZlprp_load_vvg0001_0091
13357:rule 5847: ZZlprp_load_vvg0001_0091
13359:rule 5848: ZZdelete_2pt7
13361:rule 5849: ZZlprp_load_vvg0001_0091
13363:rule 5850: ZZlprp_load_vvg0001_0083
13365:rule 5851: ZZlprp_load_vvg0001_0091
13368:rule 5852: ZZlprp_load_vvg0001_0091
13370:rule 5853: ZZdelete_2pt1
13376:rule 5854: DeltaProc_process_sentences
13377:rule 5855: ZZfence_null
13379:rule 5856: ZZstarttest1
13382:rule 5857: ZZget_parmINT
13384:rule 5858: ZZfence_null
13386:rule 5859: ZZstarttest1
13388:rule 5860: ZZlpta_load_vvg__setscan_0001r__1
13390:rule 5861: ZZlpta_loadp__test_ptr
13392:rule 5862: ZZstarttest2
13394:rule 5863: reset_sent_vars
13395:rule 5864: ZZfence_null
13397:rule 5865: ZZstarttest1
13399:rule 5866: ZZlpta_load_vvg__setscan_0001r__1
13401:rule 5867: ZZbspush_ca_scan__2
13403:rule 5868: ZZsavescptr3
13405:rule 5869: ZZstarttest4
13407:rule 5870: reset_lang_sent_vars
13408:rule 5871: ZZfence_null
13410:rule 5872: ZZstarttest1
13412:rule 5873: ZZstarttest2
13414:rule 5874: reset_span_sent_vars
13415:rule 5875: ZZfence_null
13419:rule 5876: ZZstarttest5
13421:rule 5877: reset_phrase_vars
13422:rule 5878: ZZfence_null
13424:rule 5879: ZZstarttest1
13427:rule 5880: ZZget_parmINT
13429:rule 5881: ZZfence_null
13431:rule 5882: ZZstarttest1
13435:rule 5883: ZZstarttest6
13438:rule 5884: ZZfence_null
13440:rule 5885: ZZstarttest1
13444:rule 5886: ZZstarttest3
13446:rule 5887: ZZbspush_ca_boa__4
13448:rule 5888: get_tok
13449:rule 5889: ZZfence_null
13451:rule 5890: ZZstarttest1
13453:rule 5891: ZZstarttest2
13455:rule 5892: ZZbspush_ca_boa__3
13458:rule 5893: ZZfence_null
13460:rule 5894: ZZstarttest1
13462:rule 5895: ZZlpta_loadp__test_ptr
13464:rule 5896: ZZstarttest1
13466:rule 5897: print_prompt
13467:rule 5898: ZZfence_null
13470:rule 5899: ZZstartloop2
13472:rule 5900: ZZstarttest4
13474:rule 5901: ZZstarttest4
13476:rule 5902: ZZbspush_ca_boa__5
13479:rule 5903: ZZstarttest6
13482:rule 5904: ZZstarttest10
13485:rule 5905: ZZstarttest16
13488:rule 5906: ZZstarttest9
13491:rule 5907: ZZstarttest30
13493:rule 5908: ZZstarttest30
13495:rule 5909: ZZlpta_load_vvg__setscan_0091l__1
13497:rule 5910: ZZbspush_ca_scan_boa__31
13499:rule 5911: ZZtestFldeq1_0_72
13503:rule 5912: ZZstarttest32
13506:rule 5913: ZZinsert_l_1_1_ZZstring72
13508:rule 5914: ZZinsert_2ptv1
13510:rule 5915: ZZstarttest35
13513:rule 5916: ZZstarttest40
13515:rule 5917: ZZlpta_loadp_vvg0091
13517:rule 5918: ZZstarttest41
13519:rule 5919: ZZstarttest42
13521:rule 5920: ZZstarttest46
13523:rule 5921: ZZstarttest4
13525:rule 5922: ZZstarttest4
13527:rule 5923: ZZbspush_ca_boa__5
13530:rule 5924: ZZstarttest6
13533:rule 5925: ZZstarttest10
13536:rule 5926: ZZstarttest16
13539:rule 5927: ZZstarttest9
13542:rule 5928: ZZstarttest30
13544:rule 5929: ZZstarttest32
13547:rule 5930: ZZinsert_l_1_1_ZZstring72
13549:rule 5931: ZZinsert_2ptv1
13551:rule 5932: ZZstarttest35
13554:rule 5933: ZZstarttest40
13556:rule 5934: ZZstarttest41
13558:rule 5935: ZZstarttest42
13560:rule 5936: ZZstarttest46
13562:rule 5937: ZZstarttest4
13564:rule 5938: ZZstarttest4
13566:rule 5939: ZZbspush_ca_boa__5
13569:rule 5940: ZZstarttest6
13572:rule 5941: ZZstarttest10
13575:rule 5942: ZZstarttest16
13578:rule 5943: ZZstarttest9
13581:rule 5944: ZZstarttest30
13583:rule 5945: ZZstarttest32
13586:rule 5946: ZZinsert_l_1_1_ZZstring72
13588:rule 5947: ZZinsert_2ptv1
13590:rule 5948: ZZstarttest35
13593:rule 5949: ZZstarttest40
13595:rule 5950: ZZstarttest41
13597:rule 5951: ZZstarttest42
13599:rule 5952: ZZstarttest46
13601:rule 5953: ZZstarttest4
13603:rule 5954: ZZstarttest4
13605:rule 5955: ZZbspush_ca_boa__5
13608:rule 5956: ZZstarttest6
13611:rule 5957: ZZstarttest10
13614:rule 5958: ZZstarttest16
13617:rule 5959: ZZstarttest9
13620:rule 5960: ZZstarttest30
13622:rule 5961: ZZstarttest32
13625:rule 5962: ZZinsert_l_1_1_ZZstring72
13627:rule 5963: ZZinsert_2ptv1
13629:rule 5964: ZZstarttest35
13632:rule 5965: ZZstarttest40
13634:rule 5966: ZZstarttest41
13636:rule 5967: ZZstarttest42
13638:rule 5968: ZZstarttest46
13640:rule 5969: ZZstarttest4
13642:rule 5970: ZZstarttest4
13644:rule 5971: ZZbspush_ca_boa__5
13647:rule 5972: ZZstarttest6
13650:rule 5973: ZZstarttest10
13653:rule 5974: ZZstarttest16
13655:rule 5975: ZZstarttest17
13659:rule 5976: ZZstarttest4
13662:rule 5977: ZZfence_null
13664:rule 5978: ZZstarttest1
13666:rule 5979: ZZstarttest5
13668:rule 5980: ZZlpta_load_vvg__setscan_0091l__1
13670:rule 5981: ZZlpta_loadp__test_ptr
13672:rule 5982: ZZinsert_2ptv0
