1:rule 1: DeltaProc_start
15829:rule 6918: ZZtest_string_s_1_1_ZZstring90
15832:rule 6919: ZZstarttest19
15835:rule 6920: ZZget_parm_ptr3
15837:rule 6921: ZZfence_null
15839:rule 6922: ZZstarttest1
15841:rule 6923: ZZlpta_load__setscan_r__1
15843:rule 6924: ZZtest_string_s_1_1_ZZstring106
15846:rule 6925: ZZstarttest20
15849:rule 6926: ZZget_parm_ptr3
15851:rule 6927: ZZpush_ptr_init4
15853:rule 6928: ZZpush_ptr_init2
15855:rule 6929: ZZfence_null
15857:rule 6930: ZZstarttest1
15859:rule 6931: ZZlpta_load__setscan_r__1
15861:rule 6932: ZZtest_string_s_1_1_ZZstring77
15864:rule 6933: ZZstarttest21
15867:rule 6934: ZZget_parm_ptr3
15869:rule 6935: ZZfence_null
15871:rule 6936: ZZstarttest1
15873:rule 6937: ZZlpta_load__setscan_r__1
15875:rule 6938: ZZtest_string_s_1_1_ZZstring104
15877:rule 6939: ZZsavescptr2
15879:rule 6940: ZZstarttest3
15882:rule 6941: ZZget_parm_ptr3
15884:rule 6942: ZZfence_null
15886:rule 6943: ZZstarttest1
15888:rule 6944: ZZlpta_load__setscan_r__1
15890:rule 6945: ZZtest_string_s_1_1_ZZstring96
15893:rule 6946: ZZstarttest5
15896:rule 6947: ZZget_parm_ptr3
15898:rule 6948: ZZfence_null
15900:rule 6949: ZZstarttest1
15902:rule 6950: ZZlpta_load__setscan_r__1
15904:rule 6951: ZZtest_string_s_1_1_ZZstring112
15906:rule 6952: ZZsavescptr2
15908:rule 6953: ZZstarttest3
15910:rule 6954: ZZlpta_load__setscan_r__1
15912:rule 6955: ZZtest_string_s_1_1_ZZstring132
15914:rule 6956: ZZstarttest5
15916:rule 6957: ZZlpta_load__setscan_r__1
15918:rule 6958: ZZtest_string_s_1_1_ZZstring134
15920:rule 6959: ZZlpta_loadp__test_ptr
15922:rule 6960: ZZstarttest7
15926:rule 6961: ZZstarttest7
15929:rule 6962: ZZget_parmPTR
15931:rule 6963: ZZfence_null
15933:rule 6964: ZZstarttest1
15935:rule 6965: ZZbspush_ca_boa__2
15937:rule 6966: ZZlpta_load__setscan_r__1
15939:rule 6967: ZZbspush_ca_scan__3
15941:rule 6968: ZZtest_string_s_1_1_ZZstring153
15947:rule 6969: ZZstarttest27
15950:rule 6970: ZZget_parm_ptr2
15952:rule 6971: ZZfence_null
15954:rule 6972: ZZfenceZZstring128
15956:rule 6973: ZZstarttest1
15958:rule 6974: ZZlptarpta_loadpn__comp_vvg0205_0360
15961:rule 6975: ZZstarttest28
15963:rule 6976: ZZstarttest29
15965:rule 6977: ZZlprp_loadpn__comp
15967:rule 6978: ZZstarttest30
15969:rule 6979: forced_synthesis
15970:rule 6980: ZZget_parmPTR
15972:rule 6981: ZZfence_null
15974:rule 6982: ZZstarttest1
15976:rule 6983: ZZstarttest3
15978:rule 6984: ZZstarttest4
15980:rule 6985: ZZstarttest5
15982:rule 6986: ZZbspush_ca_boa__6
15984:rule 6987: ZZlpta_load__setscan_l__0
15987:rule 6988: ZZstarttest7
15990:rule 6989: ZZget_parmINT
15992:rule 6990: ZZfence_null
15994:rule 6991: ZZstarttest1
15997:rule 6992: ZZfence_null
15999:rule 6993: ZZstarttest1
16001:rule 6994: count_cumulative_chars
16002:rule 6995: ZZget_parm_ptr2
16004:rule 6996: ZZget_parmINT
16006:rule 6997: ZZpush_ptr_init2
16008:rule 6998: ZZfence_null
16010:rule 6999: ZZstartloop1
16012:rule 7000: ZZlpta_load_move_storepr_1
16014:rule 7001: ZZlpta_load_move_storepr_1
16016:rule 7002: ZZbspush_ca__3
16018:rule 7003: ZZlpta_load__setscan_r__1
16020:rule 7004: ZZforto_adv_upto_r__1__2
16023:rule 7005: ZZbspush_ca__3
16025:rule 7006: ZZlpta_load__setscan_r__1
16027:rule 7007: ZZforto_adv_upto_r__1__2
16030:rule 7008: ZZbspush_ca__3
16032:rule 7009: ZZlpta_load__setscan_r__1
16034:rule 7010: ZZforto_adv_upto_r__1__2
16037:rule 7011: ZZbspush_ca__3
16039:rule 7012: ZZlpta_load__setscan_r__1
16041:rule 7013: ZZforto_adv_upto_r__1__2
16045:rule 7014: ZZstarttest2
16048:rule 7015: ZZget_parmPTR
16050:rule 7016: ZZget_parmINT
16052:rule 7017: ZZfence_null
16054:rule 7018: ZZstarttest1
16056:rule 7019: ZZlpta_load__setscan_r__1
16058:rule 7020: ZZlpta_loadp__test_ptr
16060:rule 7021: ZZstarttest2
16062:rule 7022: ZZstarttest6
16066:rule 7023: ZZstarttest2
16069:rule 7024: ZZstarttest31
16071:rule 7025: ZZstarttest32
16073:rule 7026: ZZstarttest37
16075:rule 7027: ZZlpta_load_move_storepr_1
16077:rule 7028: ZZbspush_ca__5
16079:rule 7029: ZZlpta_load__setscan_r__1
16081:rule 7030: ZZstarttest6
16084:rule 7031: ZZget_parmPTR
16086:rule 7032: ZZfence_null
16088:rule 7033: ZZstarttest1
16090:rule 7034: ZZstarttest3
16092:rule 7035: ZZstarttest4
16095:rule 7036: ZZstarttest7
16098:rule 7037: ZZget_parmPTR
16100:rule 7038: ZZpush_ptr_init2
16102:rule 7039: ZZfence_null
16104:rule 7040: ZZstarttest1
16106:rule 7041: ZZlpta_load__setscan_l__1
16108:rule 7042: ZZtest_string_s_1_1_ZZstring153
16111:rule 7043: ZZstarttest8
16114:rule 7044: ZZget_parm_ptr2
16116:rule 7045: ZZfence_null
16118:rule 7046: ZZstarttest1
16120:rule 7047: ZZlpta_load__setscan_r__1
16122:rule 7048: ZZtest_string_s_1_1_ZZstring153
16124:rule 7049: ZZsavescptr2
16127:rule 7050: ZZstarttest27
16130:rule 7051: ZZget_parm_ptr2
16132:rule 7052: ZZfence_null
16134:rule 7053: ZZfenceZZstring128
16136:rule 7054: ZZstarttest1
16138:rule 7055: ZZlptarpta_loadpn__comp_vvg0205_0360
16141:rule 7056: ZZstarttest28
16143:rule 7057: ZZstarttest29
16145:rule 7058: ZZlprp_loadpn__comp
16147:rule 7059: ZZstarttest30
16149:rule 7060: forced_synthesis
16150:rule 7061: ZZget_parmPTR
16152:rule 7062: ZZfence_null
16154:rule 7063: ZZstarttest1
16156:rule 7064: ZZstarttest3
16158:rule 7065: ZZstarttest4
16160:rule 7066: ZZstarttest5
16162:rule 7067: ZZbspush_ca_boa__6
16164:rule 7068: ZZlpta_load__setscan_l__0
16167:rule 7069: ZZstarttest7
16170:rule 7070: ZZget_parmINT
16172:rule 7071: ZZfence_null
16174:rule 7072: ZZstarttest1
16177:rule 7073: ZZfence_null
16179:rule 7074: ZZstarttest1
16181:rule 7075: count_cumulative_chars
16182:rule 7076: ZZget_parm_ptr2
16184:rule 7077: ZZget_parmINT
16186:rule 7078: ZZpush_ptr_init2
16188:rule 7079: ZZfence_null
16190:rule 7080: ZZstartloop1
16192:rule 7081: ZZlpta_load_move_storepr_1
16194:rule 7082: ZZlpta_load_move_storepr_1
16196:rule 7083: ZZbspush_ca__3
16198:rule 7084: ZZlpta_load__setscan_r__1
16200:rule 7085: ZZforto_adv_upto_r__1__2
16204:rule 7086: ZZstarttest2
16207:rule 7087: ZZget_parmPTR
16209:rule 7088: ZZget_parmINT
16211:rule 7089: ZZfence_null
16213:rule 7090: ZZstarttest1
16215:rule 7091: ZZlpta_load__setscan_r__1
16217:rule 7092: ZZlpta_loadp__test_ptr
16219:rule 7093: ZZstarttest2
16221:rule 7094: ZZstarttest6
16225:rule 7095: ZZstarttest2
16228:rule 7096: ZZstarttest31
16230:rule 7097: ZZstarttest32
16232:rule 7098: ZZstarttest37
16234:rule 7099: ZZlpta_load_move_storepr_1
16236:rule 7100: ZZbspush_ca__5
16238:rule 7101: ZZlpta_load__setscan_r__1
16240:rule 7102: ZZstarttest6
16243:rule 7103: ZZget_parmPTR
16245:rule 7104: ZZfence_null
16247:rule 7105: ZZstarttest1
16249:rule 7106: ZZstarttest3
16251:rule 7107: ZZstarttest4
16254:rule 7108: ZZstarttest7
16257:rule 7109: ZZget_parmPTR
16259:rule 7110: ZZpush_ptr_init2
16261:rule 7111: ZZfence_null
16263:rule 7112: ZZstarttest1
16265:rule 7113: ZZlpta_load__setscan_l__1
16267:rule 7114: ZZtest_string_s_1_1_ZZstring153
16269:rule 7115: ZZsavescptr2
16271:rule 7116: ZZtest_string_s_1_1_ZZstring153
16275:rule 7117: ZZstarttest8
16278:rule 7118: ZZget_parm_ptr2
16280:rule 7119: ZZfence_null
16282:rule 7120: ZZstarttest1
16284:rule 7121: ZZlpta_load__setscan_r__1
16286:rule 7122: ZZtest_string_s_1_1_ZZstring153
16289:rule 7123: ZZstarttest10
16291:rule 7124: process_annotation
16292:rule 7125: ZZget_parm_ptr2
16294:rule 7126: ZZfence_null
16296:rule 7127: ZZstarttest1
16298:rule 7128: ZZlpta_load__setscan_r__1
16300:rule 7129: ZZtest_string_s_1_1_ZZstring155
16302:rule 7130: ZZsavescptr2
16304:rule 7131: ZZbspush_ca_scan_boa__3
16306:rule 7132: ZZbspush_ca_scan__4
16310:rule 7133: ZZstarttest6
16312:rule 7134: afterslash_char
16313:rule 7135: ZZget_parm_ptr2
16315:rule 7136: ZZfence_null
16317:rule 7137: ZZstarttest1
16319:rule 7138: ZZlpta_load__setscan_r__1
16323:rule 7139: ZZstarttest8
16326:rule 7140: ZZget_parm_ptr2
16328:rule 7141: ZZfence_null
16330:rule 7142: ZZstarttest1
16332:rule 7143: ZZlpta_load__setscan_r__1
16334:rule 7144: ZZtestFldeq1_3_2
16337:rule 7145: ZZstarttest6
16339:rule 7146: ZZlpta_load__setscan_r__1
16341:rule 7147: ZZtest_string_s_1_2_ZZstring133
16344:rule 7148: ZZstarttest9
16347:rule 7149: ZZget_parm_ptr3
16349:rule 7150: ZZpush_ptr_init2
16351:rule 7151: ZZfence_null
16353:rule 7152: ZZstarttest1
16355:rule 7153: ZZlpta_load__setscan_r__1
16357:rule 7154: ZZtest_string_s_1_1_ZZstring159
16359:rule 7155: ZZstarttest7
16361:rule 7156: ZZlpta_load__setscan_r__1
16363:rule 7157: ZZtest_string_s_1_1_ZZstring160
16366:rule 7158: ZZstarttest10
16368:rule 7159: ZZlpta_load__setscan_r__1
16370:rule 7160: ZZbspush_ca_scan__11
16372:rule 7161: ZZtestFldeq1_3_1
16374:rule 7162: ZZbspush_ca_scan__11
16376:rule 7163: ZZtestFldeq1_3_1
16378:rule 7164: ZZbspush_ca_scan__11
16380:rule 7165: ZZtestFldeq1_3_1
16383:rule 7166: ZZbspush_ca_scan__13
16385:rule 7167: ZZtestFldeq1_3_2
16387:rule 7168: ZZbspush_ca_scan__13
16389:rule 7169: ZZtestFldeq1_3_2
16392:rule 7170: ZZsavescptr13
16394:rule 7171: ZZstarttest14
16396:rule 7172: ZZlprp_loadpn__comp
16398:rule 7173: ZZstarttest17
16401:rule 7174: ZZget_parm_ptr3
16403:rule 7175: ZZfence_null
16405:rule 7176: ZZstarttest1
16407:rule 7177: ZZlpta_load__setscan_r__1
16409:rule 7178: ZZtest_string_s_1_2
16411:rule 7179: ZZsavescptr2
16413:rule 7180: ZZstarttest3
16415:rule 7181: ZZlpta_load__setscan_r__1
16417:rule 7182: ZZtest_string_s_1_1_ZZstring132
16419:rule 7183: ZZstarttest5
16421:rule 7184: ZZlpta_load__setscan_r__1
16423:rule 7185: ZZtest_string_s_1_1_ZZstring134
16425:rule 7186: ZZlpta_loadp__test_ptr
16427:rule 7187: ZZstarttest8
16430:rule 7188: ZZstarttest7
16433:rule 7189: ZZget_parmPTR
16435:rule 7190: ZZfence_null
16437:rule 7191: ZZstarttest1
16439:rule 7192: ZZbspush_ca_boa__2
16441:rule 7193: ZZlpta_load__setscan_r__1
16443:rule 7194: ZZbspush_ca_scan__3
16445:rule 7195: ZZtest_string_s_1_1_ZZstring153
16448:rule 7196: ZZbspush_ca_scan__5
16450:rule 7197: ZZtestFldeq1_3_4
16453:rule 7198: ZZlpta_loadp__test_ptr
16459:rule 7199: ZZstarttest27
16462:rule 7200: ZZget_parm_ptr2
16464:rule 7201: ZZfence_null
16466:rule 7202: ZZfenceZZstring128
16468:rule 7203: ZZstarttest1
16470:rule 7204: ZZlptarpta_loadpn__comp_vvg0205_0360
16473:rule 7205: ZZstarttest28
16475:rule 7206: ZZstarttest29
16477:rule 7207: ZZlprp_loadpn__comp
16479:rule 7208: ZZstarttest30
16481:rule 7209: forced_synthesis
16482:rule 7210: ZZget_parmPTR
16484:rule 7211: ZZfence_null
16486:rule 7212: ZZstarttest1
16488:rule 7213: ZZstarttest3
16490:rule 7214: ZZstarttest4
16493:rule 7215: ZZstarttest31
16495:rule 7216: ZZstarttest32
16497:rule 7217: ZZstarttest33
16499:rule 7218: ZZstarttest35
16501:rule 7219: ZZstarttest36
16504:rule 7220: ZZget_parmPTR
16506:rule 7221: ZZfence_null
16508:rule 7222: ZZstarttest1
16510:rule 7223: ZZbspush_ca_boa__2
16512:rule 7224: ZZlpta_load__setscan_l__2
16517:rule 7225: ZZstarttest12
16520:rule 7226: ZZfence_null
16522:rule 7227: ZZstarttest1
16524:rule 7228: ZZstarttest2
16526:rule 7229: ZZstarttest5
16528:rule 7230: ZZlpta_loadpn_vvg0092
16530:rule 7231: ZZlpta_mover_4
16533:rule 7232: ZZget_parmPTR
16535:rule 7233: ZZfence_null
16537:rule 7234: ZZstarttest1
16539:rule 7235: ZZstarttest2
16542:rule 7236: ZZget_parmPTR
16544:rule 7237: ZZget_parmINT
16546:rule 7238: ZZget_parmINT
16548:rule 7239: ZZget_parmINT
16550:rule 7240: ZZget_parmINT
16552:rule 7241: ZZfence_null
16554:rule 7242: ZZstarttest1
16556:rule 7243: ZZlpta_load__setscan_l__0
16559:rule 7244: ZZstarttest3
16562:rule 7245: ZZstarttest4
16564:rule 7246: ZZstarttest7
16567:rule 7247: ZZfence_null
16569:rule 7248: ZZstarttest1
16572:rule 7249: ZZfence_null
16574:rule 7250: ZZlprp_load_vvg0001_0091
16576:rule 7251: ZZlprp_load_vvg0001_0091
16578:rule 7252: ZZdelete_2pt3
16580:rule 7253: ZZlprp_load_vvg0001_0091
16582:rule 7254: ZZdelete_2pt4
16584:rule 7255: ZZlprp_load_vvg0001_0091
16586:rule 7256: ZZlprp_load_vvg0001_0091
16588:rule 7257: ZZlprp_load_vvg0001_0091
16590:rule 7258: ZZdelete_2pt7
16592:rule 7259: ZZlprp_load_vvg0001_0091
16594:rule 7260: ZZlprp_load_vvg0001_0083
16596:rule 7261: ZZlprp_load_vvg0001_0091
16599:rule 7262: ZZlprp_load_vvg0001_0091
16601:rule 7263: ZZdelete_2pt1
16607:rule 7264: DeltaProc_process_remaining
16608:rule 7265: ZZfence_null
16610:rule 7266: ZZstarttest1
16613:rule 7267: ZZget_parmINT
16615:rule 7268: ZZfence_null
16617:rule 7269: ZZstarttest1
16619:rule 7270: ZZlpta_load_vvg__setscan_0001r__1
16621:rule 7271: ZZlpta_loadp__test_ptr
16623:rule 7272: ZZstarttest2
16625:rule 7273: reset_sent_vars
16626:rule 7274: ZZfence_null
16628:rule 7275: ZZstarttest1
16630:rule 7276: ZZlpta_load_vvg__setscan_0001r__1
16632:rule 7277: ZZbspush_ca_scan__2
16634:rule 7278: ZZsavescptr3
16636:rule 7279: ZZstarttest4
16638:rule 7280: reset_lang_sent_vars
16639:rule 7281: ZZfence_null
16641:rule 7282: ZZstarttest1
16643:rule 7283: ZZstarttest2
16645:rule 7284: reset_span_sent_vars
16646:rule 7285: ZZfence_null
16650:rule 7286: ZZstarttest5
16652:rule 7287: reset_phrase_vars
16653:rule 7288: ZZfence_null
16655:rule 7289: ZZstarttest1
16658:rule 7290: ZZget_parmINT
16660:rule 7291: ZZfence_null
16662:rule 7292: ZZstarttest1
16666:rule 7293: ZZstarttest6
16669:rule 7294: ZZfence_null
16671:rule 7295: ZZstarttest1
16675:rule 7296: ZZstarttest3
16677:rule 7297: ZZbspush_ca_boa__4
16679:rule 7298: get_tok
16680:rule 7299: ZZfence_null
16682:rule 7300: ZZstarttest1
16684:rule 7301: ZZstarttest2
16686:rule 7302: ZZbspush_ca_boa__3
16689:rule 7303: ZZfence_null
16691:rule 7304: ZZstarttest1
16693:rule 7305: ZZlpta_loadp__test_ptr
16695:rule 7306: ZZstarttest1
16697:rule 7307: print_prompt
16698:rule 7308: ZZfence_null
16701:rule 7309: ZZstartloop2
16703:rule 7310: ZZstarttest4
16705:rule 7311: ZZstarttest4
16707:rule 7312: ZZbspush_ca_boa__5
16710:rule 7313: ZZstarttest6
16713:rule 7314: ZZstarttest10
16715:rule 7315: ZZstarttest11
16717:rule 7316: ZZstarttest13
16719:rule 7317: ZZstarttest14
16721:rule 7318: ZZlpta_load_vvg__setscan_0001r__1
16724:rule 7319: ZZstarttest14
16726:rule 7320: text_index
16727:rule 7321: ZZget_parmPTR
16729:rule 7322: ZZfence_null
16731:rule 7323: ZZstarttest1
16733:rule 7324: ZZstarttest2
16736:rule 7325: ZZget_parmPTR
16738:rule 7326: ZZget_parmINT
16740:rule 7327: ZZget_parmINT
16742:rule 7328: ZZget_parmINT
16744:rule 7329: ZZget_parmINT
16746:rule 7330: ZZfence_null
16748:rule 7331: ZZstarttest1
16750:rule 7332: ZZlpta_load__setscan_l__0
16753:rule 7333: ZZstarttest3
16760:rule 7334: ZZstarttest5
16762:rule 7335: ZZstarttest6
16765:rule 7336: ZZfence_null
16767:rule 7337: ZZstarttest1
16770:rule 7338: ZZfence_null
16772:rule 7339: ZZlprp_load_vvg0001_0091
16774:rule 7340: ZZlprp_load_vvg0001_0091
16776:rule 7341: ZZdelete_2pt3
16778:rule 7342: ZZlprp_load_vvg0001_0091
16780:rule 7343: ZZdelete_2pt4
16782:rule 7344: ZZlprp_load_vvg0001_0091
16784:rule 7345: ZZlprp_load_vvg0001_0091
16786:rule 7346: ZZlprp_load_vvg0001_0091
16788:rule 7347: ZZdelete_2pt7
16790:rule 7348: ZZlprp_load_vvg0001_0091
16792:rule 7349: ZZlprp_load_vvg0001_0083
16794:rule 7350: ZZlprp_load_vvg0001_0091
16797:rule 7351: ZZlprp_load_vvg0001_0091
16799:rule 7352: ZZdelete_2pt1
16804:rule 7353: DeltaProc_process_remaining
16805:rule 7354: ZZfence_null
16807:rule 7355: ZZstarttest1
16810:rule 7356: ZZget_parmINT
16812:rule 7357: ZZfence_null
16814:rule 7358: ZZstarttest1
16816:rule 7359: ZZlpta_load_vvg__setscan_0001r__1
16818:rule 7360: ZZlpta_loadp__test_ptr
16820:rule 7361: ZZstarttest2
16822:rule 7362: reset_sent_vars
16823:rule 7363: ZZfence_null
16825:rule 7364: ZZstarttest1
16827:rule 7365: ZZlpta_load_vvg__setscan_0001r__1
16829:rule 7366: ZZbspush_ca_scan__2
16831:rule 7367: ZZsavescptr3
16833:rule 7368: ZZstarttest4
16835:rule 7369: reset_lang_sent_vars
16836:rule 7370: ZZfence_null
16838:rule 7371: ZZstarttest1
16840:rule 7372: ZZstarttest2
16842:rule 7373: reset_span_sent_vars
16843:rule 7374: ZZfence_null
16847:rule 7375: ZZstarttest5
16849:rule 7376: reset_phrase_vars
16850:rule 7377: ZZfence_null
16852:rule 7378: ZZstarttest1
16855:rule 7379: ZZget_parmINT
16857:rule 7380: ZZfence_null
16859:rule 7381: ZZstarttest1
16863:rule 7382: ZZstarttest6
16866:rule 7383: ZZfence_null
16868:rule 7384: ZZstarttest1
16872:rule 7385: ZZstarttest3
16874:rule 7386: ZZbspush_ca_boa__4
16876:rule 7387: get_tok
16877:rule 7388: ZZfence_null
16879:rule 7389: ZZstarttest1
16881:rule 7390: ZZstarttest2
16883:rule 7391: ZZbspush_ca_boa__3
16886:rule 7392: ZZfence_null
16888:rule 7393: ZZstarttest1
16890:rule 7394: ZZlpta_loadp__test_ptr
16892:rule 7395: ZZstarttest1
16894:rule 7396: print_prompt
16895:rule 7397: ZZfence_null
16898:rule 7398: ZZstartloop2
16900:rule 7399: ZZstarttest4
16902:rule 7400: ZZstarttest4
16904:rule 7401: ZZbspush_ca_boa__5
16907:rule 7402: ZZstarttest6
16910:rule 7403: ZZstarttest10
16913:rule 7404: ZZstarttest16
16916:rule 7405: ZZstarttest9
16919:rule 7406: ZZstarttest30
16921:rule 7407: ZZstarttest30
16923:rule 7408: ZZlpta_load_vvg__setscan_0091l__1
16925:rule 7409: ZZbspush_ca_scan_boa__31
16927:rule 7410: ZZtestFldeq1_0_72
16931:rule 7411: ZZstarttest32
16934:rule 7412: ZZinsert_l_1_1_ZZstring72
16936:rule 7413: ZZinsert_2ptv1
16938:rule 7414: ZZstarttest35
16941:rule 7415: ZZstarttest40
16943:rule 7416: ZZlpta_loadp_vvg0091
16945:rule 7417: ZZstarttest41
16947:rule 7418: ZZstarttest42
16949:rule 7419: ZZstarttest46
16951:rule 7420: ZZstarttest4
16953:rule 7421: ZZstarttest4
16955:rule 7422: ZZbspush_ca_boa__5
16958:rule 7423: ZZstarttest6
16961:rule 7424: ZZstarttest10
16964:rule 7425: ZZstarttest16
16967:rule 7426: ZZstarttest9
16970:rule 7427: ZZstarttest30
16972:rule 7428: ZZstarttest32
16975:rule 7429: ZZinsert_l_1_1_ZZstring72
16977:rule 7430: ZZinsert_2ptv1
16979:rule 7431: ZZstarttest35
16982:rule 7432: ZZstarttest40
16984:rule 7433: ZZstarttest41
16986:rule 7434: ZZstarttest42
16988:rule 7435: ZZstarttest46
16990:rule 7436: ZZstarttest4
16992:rule 7437: ZZstarttest4
16994:rule 7438: ZZbspush_ca_boa__5
16997:rule 7439: ZZstarttest6
17000:rule 7440: ZZstarttest10
17003:rule 7441: ZZstarttest16
17006:rule 7442: ZZstarttest9
17009:rule 7443: ZZstarttest30
17011:rule 7444: ZZstarttest32
17014:rule 7445: ZZinsert_l_1_1_ZZstring72
17016:rule 7446: ZZinsert_2ptv1
17018:rule 7447: ZZstarttest35
17021:rule 7448: ZZstarttest40
17023:rule 7449: ZZstarttest41
17025:rule 7450: ZZstarttest42
17027:rule 7451: ZZstarttest46
17029:rule 7452: ZZstarttest4
17031:rule 7453: ZZstarttest4
17033:rule 7454: ZZbspush_ca_boa__5
17036:rule 7455: ZZstarttest6
17039:rule 7456: ZZstarttest10
17042:rule 7457: ZZstarttest16
17045:rule 7458: ZZstarttest9
17048:rule 7459: ZZstarttest30
17050:rule 7460: ZZstarttest32
17053:rule 7461: ZZinsert_l_1_1_ZZstring72
17055:rule 7462: ZZinsert_2ptv1
17057:rule 7463: ZZstarttest35
17060:rule 7464: ZZstarttest40
17062:rule 7465: ZZstarttest41
17064:rule 7466: ZZstarttest42
17066:rule 7467: ZZstarttest46
17068:rule 7468: ZZstarttest4
17070:rule 7469: ZZstarttest4
17072:rule 7470: ZZbspush_ca_boa__5
17075:rule 7471: ZZstarttest6
17078:rule 7472: ZZstarttest10
17081:rule 7473: ZZstarttest16
17084:rule 7474: ZZstarttest9
17087:rule 7475: ZZstarttest30
17089:rule 7476: ZZstarttest32
17092:rule 7477: ZZinsert_l_1_1_ZZstring72
17094:rule 7478: ZZinsert_2ptv1
17096:rule 7479: ZZstarttest35
17099:rule 7480: ZZstarttest40
17101:rule 7481: ZZstarttest41
17103:rule 7482: ZZstarttest42
17105:rule 7483: ZZstarttest46
17107:rule 7484: ZZstarttest4
17109:rule 7485: ZZstarttest4
17111:rule 7486: ZZbspush_ca_boa__5
17114:rule 7487: ZZstarttest6
17117:rule 7488: ZZstarttest10
17120:rule 7489: ZZstarttest16
17122:rule 7490: ZZstarttest17
17126:rule 7491: ZZstarttest4
17129:rule 7492: ZZfence_null
17131:rule 7493: ZZstarttest1
17133:rule 7494: ZZstarttest5
17135:rule 7495: ZZlpta_load_vvg__setscan_0091l__1
17137:rule 7496: ZZlpta_loadp__test_ptr
17139:rule 7497: ZZinsert_2ptv0
17142:rule 7498: ZZstarttest5
17144:rule 7499: ZZstarttest13
17146:rule 7500: ZZtest_string_s_1_1_ZZstring153
17151:rule 7501: ZZstarttest1
17153:rule 7502: ZZstartloop7
17155:rule 7503: ZZstarttest9
17157:rule 7504: get_input
17158:rule 7505: ZZfence_null
17160:rule 7506: ZZstarttest1
17163:rule 7507: ZZget_parmINT
17165:rule 7508: ZZfence_null
17167:rule 7509: ZZstarttest1
17170:rule 7510: ZZfence_null
17172:rule 7511: ZZstarttest1
17174:rule 7512: count_cumulative_chars
17175:rule 7513: ZZget_parm_ptr2
17177:rule 7514: ZZget_parmINT
17179:rule 7515: ZZpush_ptr_init2
17181:rule 7516: ZZfence_null
17183:rule 7517: ZZstartloop1
17185:rule 7518: ZZlpta_load_move_storepr_1
17187:rule 7519: ZZlpta_load_move_storepr_1
17192:rule 7520: ZZstarttest2
17195:rule 7521: ZZget_parmPTR
17197:rule 7522: ZZget_parmINT
17199:rule 7523: ZZfence_null
17201:rule 7524: ZZstarttest1
17203:rule 7525: ZZlpta_load__setscan_r__1
17205:rule 7526: ZZlpta_loadp__test_ptr
17207:rule 7527: ZZstarttest2
17209:rule 7528: ZZstarttest3
17213:rule 7529: ZZstarttest2
17216:rule 7530: ZZget_parmINT
17218:rule 7531: ZZfence_null
17220:rule 7532: ZZstarttest1
17223:rule 7533: ZZstartloop3
17225:rule 7534: ZZstarttest5
17228:rule 7535: ZZfence_null
17230:rule 7536: ZZstarttest1
17232:rule 7537: ZZstarttest2
17234:rule 7538: ZZbspush_ca_boa__3
17237:rule 7539: ZZfence_null
17239:rule 7540: ZZstarttest1
17241:rule 7541: ZZlpta_loadp__test_ptr
17243:rule 7542: ZZstartloop2
17245:rule 7543: ZZstarttest4
17247:rule 7544: ZZstarttest6
17250:rule 7545: ZZstarttest10
17253:rule 7546: ZZstarttest16
17255:rule 7547: ZZstarttest17
17257:rule 7548: ZZstarttest20
17259:rule 7549: ZZbspush_ca_boa__21
17262:rule 7550: ZZstarttest22
17265:rule 7551: ZZstarttest23
17267:rule 7552: ZZstarttest24
17269:rule 7553: ZZlpta_load_vvg__setscan_0001r__1
17274:rule 7554: ZZstarttest4
17277:rule 7555: ZZfence_null
17279:rule 7556: ZZstarttest1
17281:rule 7557: ZZstarttest5
17283:rule 7558: ZZlpta_load_vvg__setscan_0091l__1
17285:rule 7559: ZZlpta_loadp__test_ptr
17287:rule 7560: ZZinsert_2ptv0
17290:rule 7561: ZZstarttest5
17292:rule 7562: ZZstarttest6
17294:rule 7563: ZZstarttest7
17297:rule 7564: ZZstarttest6
17300:rule 7565: ZZstarttest10
17302:rule 7566: ZZstarttest11
17304:rule 7567: normalize_text
17305:rule 7568: ZZget_parm_ptr2
17307:rule 7569: ZZpush_ptr_init4
17309:rule 7570: ZZfence_null
17311:rule 7571: ZZstarttest1
17313:rule 7572: ZZlpta_load__setscan_r__1
17315:rule 7573: ZZlpta_loadp__test_ptr
17317:rule 7574: ZZstartloop3
17319:rule 7575: ZZlpta_load_move_storepr_1
17321:rule 7576: ZZlpta_load_move_storepr_1
17323:rule 7577: ZZbspush_ca__5
17325:rule 7578: ZZlpta_load__setscan_r__1
17327:rule 7579: ZZstarttest6
17330:rule 7580: ZZget_parmPTR
17332:rule 7581: ZZfence_null
17334:rule 7582: ZZstarttest1
17336:rule 7583: ZZstarttest3
17338:rule 7584: ZZstarttest4
17341:rule 7585: ZZstarttest7
17344:rule 7586: ZZget_parmPTR
17346:rule 7587: ZZpush_ptr_init2
17348:rule 7588: ZZfence_null
17350:rule 7589: ZZstarttest1
17352:rule 7590: ZZlpta_load__setscan_l__1
17354:rule 7591: ZZtest_string_s_1_1_ZZstring153
17357:rule 7592: ZZstarttest8
17360:rule 7593: ZZget_parm_ptr2
17362:rule 7594: ZZfence_null
17364:rule 7595: ZZstarttest1
17366:rule 7596: ZZlpta_load__setscan_r__1
